frame_num,weight
17111,7.445
17112,7.445
17113,7.445
17114,7.445
17115,7.445
17116,7.445
17117,7.445
17118,7.445
17119,7.445
17120,7.445
17121,7.445
17122,7.445
17123,7.445
17124,7.445
17125,7.445
17126,7.444
17127,7.444
17128,7.444
17129,7.444
17130,7.444
17131,7.444
17132,7.444
17133,7.444
17134,7.444
17135,7.444
17136,7.444
17137,7.444
17138,7.444
17139,7.444
17140,7.444
17141,7.444
17142,7.444
17143,7.444
17144,7.444
17145,7.444
17146,7.443
17147,7.443
17148,7.443
17149,7.444
17150,7.444
17151,7.444
17152,7.444
17153,7.444
17154,7.444
17155,7.444
17156,7.444
17157,7.444
17158,7.444
17159,7.443
17160,7.443
17161,7.443
17162,7.443
17163,7.443
17164,7.443
17165,7.443
17166,7.443
17167,7.443
17168,7.443
17169,7.443
17170,7.443
17171,7.443
17172,7.443
17173,7.443
17174,7.443
17175,7.443
17176,7.443
17177,7.443
17178,7.443
17179,7.443
17180,7.443
17181,7.443
17182,7.443
17183,7.442
17184,7.442
17185,7.443
17186,7.443
17187,7.443
17188,7.443
17189,7.444
17190,7.444
17191,7.443
17192,7.443
17193,7.443
17194,7.443
17195,7.443
17196,7.443
17197,7.443
17198,7.443
17199,7.443
17200,7.443
17201,7.443
17202,7.443
17203,7.443
17204,7.443
17205,7.443
17206,7.443
17207,7.443
17208,7.443
17209,7.443
17210,7.443
17211,7.443
17212,7.443
17213,7.443
17214,7.443
17215,7.443
17216,7.443
17217,7.443
17218,7.443
17219,7.442
17220,7.442
17221,7.441
17222,7.441
17223,7.442
17224,7.443
17225,7.443
17226,7.443
17227,7.443
17228,7.443
17229,7.443
17230,7.442
17231,7.442
17232,7.442
17233,7.443
17234,7.443
17235,7.442
17236,7.442
17237,7.442
17238,7.441
17239,7.441
17240,7.442
17241,7.442
17242,7.442
17243,7.442
17244,7.442
17245,7.442
17246,7.442
17247,7.442
17248,7.442
17249,7.442
17250,7.442
17251,7.442
17252,7.442
17253,7.442
17254,7.442
17255,7.442
17256,7.442
17257,7.442
17258,7.442
17259,7.442
17260,7.442
17261,7.442
17262,7.442
17263,7.442
17264,7.442
17265,7.442
17266,7.442
17267,7.442
17268,7.442
17269,7.442
17270,7.442
17271,7.442
17272,7.442
17273,7.442
17274,7.442
17275,7.442
17276,7.442
17277,7.442
17278,7.442
17279,7.442
17280,7.442
17281,7.442
17282,7.442
17283,7.442
17284,7.442
17285,7.442
17286,7.442
17287,7.442
17288,7.442
17289,7.442
17290,7.442
17291,7.442
17292,7.442
17293,7.442
17294,7.442
17295,7.442
17296,7.442
17297,7.442
17298,7.442
17299,7.442
17300,7.442
17301,7.442
17302,7.442
17303,7.442
17304,7.442
17305,7.443
17306,7.443
17307,7.443
17308,7.443
17309,7.443
17310,7.443
17311,7.443
17312,7.442
17313,7.442
17314,7.442
17315,7.442
17316,7.443
17317,7.443
17318,7.443
17319,7.443
17320,7.443
17321,7.443
17322,7.443
17323,7.443
17324,7.443
17325,7.443
17326,7.443
17327,7.443
17328,7.442
17329,7.442
17330,7.442
17331,7.442
17332,7.442
17333,7.443
17334,7.443
17335,7.443
17336,7.443
17337,7.443
17338,7.443
17339,7.443
17340,7.443
17341,7.443
17342,7.443
17343,7.443
17344,7.443
17345,7.443
17346,7.443
17347,7.443
17348,7.443
17349,7.443
17350,7.443
17351,7.443
17352,7.443
17353,7.443
17354,7.443
17355,7.443
17356,7.443
17357,7.443
17358,7.443
17359,7.443
17360,7.444
17361,7.444
17362,7.444
17363,7.444
17364,7.444
17365,7.444
17366,7.443
17367,7.443
17368,7.443
17369,7.443
17370,7.443
17371,7.443
17372,7.443
17373,7.442
17374,7.442
17375,7.442
17376,7.442
17377,7.442
17378,7.442
17379,7.441
17380,7.441
17381,7.441
17382,7.441
17383,7.441
17384,7.441
17385,7.442
17386,7.442
17387,7.442
17388,7.442
17389,7.442
17390,7.442
17391,7.442
17392,7.442
17393,7.442
17394,7.442
17395,7.442
17396,7.442
17397,7.442
17398,7.442
17399,7.442
17400,7.442
17401,7.442
17402,7.442
17403,7.442
17404,7.442
17405,7.442
17406,7.442
17407,7.442
17408,7.442
17409,7.44
17410,7.43
17411,7.433
17412,7.436
17413,7.435
17414,7.432
17415,7.421
17416,7.424
17417,7.408
17418,7.405
17419,7.397
17420,7.379
17421,7.354
17422,7.346
17423,7.322
17424,7.258
17425,7.243
17426,7.214
17427,7.189
17428,7.165
17429,7.14
17430,7.115
17431,7.106
17432,7.08
17433,7.069
17434,7.06
17435,7.057
17436,7.053
17437,7.048
17438,7.044
17439,7.04
17440,7.038
17441,7.037
17442,7.037
17443,7.036
17444,7.035
17445,7.035
17446,7.034
17447,7.033
17448,7.032
17449,7.032
17450,7.032
17451,7.032
17452,7.032
17453,7.033
17454,7.033
17455,7.033
17456,7.033
17457,7.033
17458,7.033
17459,7.032
17460,7.032
17461,7.032
17462,7.032
17463,7.032
17464,7.032
17465,7.032
17466,7.032
17467,7.032
17468,7.032
17469,7.032
17470,7.032
17471,7.031
17472,7.031
17473,7.031
17474,7.031
17475,7.031
17476,7.031
17477,7.031
17478,7.031
17479,7.031
17480,7.031
17481,7.031
17482,7.031
17483,7.031
17484,7.031
17485,7.031
17486,7.031
17487,7.03
17488,7.03
17489,7.03
17490,7.03
17491,7.03
17492,7.03
17493,7.03
17494,7.03
17495,7.03
17496,7.03
17497,7.03
17498,7.03
17499,7.03
17500,7.03
17501,7.03
17502,7.03
17503,7.03
17504,7.03
17505,7.03
17506,7.03
17507,7.03
17508,7.03
17509,7.03
17510,7.031
17511,7.031
17512,7.031
17513,7.031
17514,7.031
17515,7.03
17516,7.03
17517,7.03
17518,7.03
17519,7.029
17520,7.029
17521,7.029
17522,7.031
17523,7.031
17524,7.031
17525,7.031
17526,7.03
17527,7.03
17528,7.03
17529,7.03
17530,7.03
17531,7.03
17532,7.03
17533,7.03
17534,7.03
17535,7.03
17536,7.03
17537,7.03
17538,7.03
17539,7.03
17540,7.03
17541,7.03
17542,7.03
17543,7.03
17544,7.03
17545,7.03
17546,7.03
17547,7.03
17548,7.03
17549,7.03
17550,7.03
17551,7.03
17552,7.03
17553,7.03
17554,7.03
17555,7.03
17556,7.029
17557,7.029
17558,7.029
17559,7.03
17560,7.03
17561,7.03
17562,7.03
17563,7.03
17564,7.03
17565,7.03
17566,7.031
17567,7.031
17568,7.031
17569,7.031
17570,7.031
17571,7.031
17572,7.031
17573,7.031
17574,7.031
17575,7.03
17576,7.03
17577,7.03
17578,7.03
17579,7.03
17580,7.03
17581,7.03
17582,7.03
17583,7.03
17584,7.03
17585,7.03
17586,7.03
17587,7.03
17588,7.03
17589,7.03
17590,7.031
17591,7.031
17592,7.031
17593,7.03
17594,7.03
17595,7.029
17596,7.029
17597,7.03
17598,7.03
17599,7.03
17600,7.03
17601,7.03
17602,7.031
17603,7.031
17604,7.03
17605,7.03
17606,7.031
17607,7.031
17608,7.031
17609,7.031
17610,7.031
17611,7.031
17612,7.031
17613,7.031
17614,7.031
17615,7.031
17616,7.032
17617,7.032
17618,7.032
17619,7.032
17620,7.032
17621,7.032
17622,7.032
17623,7.032
17624,7.032
17625,7.032
17626,7.032
17627,7.032
17628,7.032
17629,7.032
17630,7.032
17631,7.032
17632,7.032
17633,7.032
17634,7.032
17635,7.032
17636,7.032
17637,7.032
17638,7.032
17639,7.032
17640,7.032
17641,7.032
17642,7.032
17643,7.032
17644,7.032
17645,7.033
17646,7.033
17647,7.033
17648,7.033
17649,7.033
17650,7.033
17651,7.033
17652,7.033
17653,7.033
17654,7.035
17655,7.035
17656,7.035
17657,7.035
17658,7.035
17659,7.035
17660,7.035
17661,7.035
17662,7.035
17663,7.035
17664,7.035
17665,7.035
17666,7.035
17667,7.035
17668,7.035
17669,7.036
17670,7.037
17671,7.037
17672,7.037
17673,7.037
17674,7.037
17675,7.036
17676,7.036
17677,7.036
17678,7.036
17679,7.036
17680,7.037
17681,7.037
17682,7.038
17683,7.038
17684,7.038
17685,7.038
17686,7.038
17687,7.039
17688,7.041
17689,7.041
17690,7.041
17691,7.041
17692,7.041
17693,7.042
17694,7.043
17695,7.045
17696,7.045
17697,7.046
17698,7.046
17699,7.046
17700,7.046
17701,7.047
17702,7.048
17703,7.049
17704,7.049
17705,7.049
17706,7.05
17707,7.05
17708,7.051
17709,7.051
17710,7.052
17711,7.053
17712,7.054
17713,7.055
17714,7.056
17715,7.057
17716,7.057
17717,7.059
17718,7.06
17719,7.061
17720,7.062
17721,7.063
17722,7.064
17723,7.065
17724,7.067
17725,7.068
17726,7.069
17727,7.07
17728,7.071
17729,7.072
17730,7.073
17731,7.073
17732,7.074
17733,7.075
17734,7.075
17735,7.076
17736,7.079
17737,7.079
17738,7.08
17739,7.081
17740,7.082
17741,7.083
17742,7.084
17743,7.085
17744,7.085
17745,7.086
17746,7.087
17747,7.089
17748,7.089
17749,7.091
17750,7.093
17751,7.093
17752,7.093
17753,7.095
17754,7.095
17755,7.097
17756,7.098
17757,7.103
17758,7.101
17759,7.104
17760,7.105
17761,7.106
17762,7.106
17763,7.111
17764,7.113
17765,7.114
17766,7.115
17767,7.116
17768,7.117
17769,7.118
17770,7.118
17771,7.119
17772,7.12
17773,7.121
17774,7.123
17775,7.125
17776,7.125
17777,7.127
17778,7.129
17779,7.12
17780,7.131
17781,7.132
17782,7.135
17783,7.136
17784,7.139
17785,7.14
17786,7.141
17787,7.141
17788,7.142
17789,7.143
17790,7.144
17791,7.145
17792,7.146
17793,7.147
17794,7.148
17795,7.149
17796,7.15
17797,7.152
17798,7.154
17799,7.155
17800,7.156
17801,7.157
17802,7.159
17803,7.16
17804,7.16
17805,7.161
17806,7.162
17807,7.163
17808,7.164
17809,7.167
17810,7.169
17811,7.17
17812,7.171
17813,7.171
17814,7.172
17815,7.173
17816,7.176
17817,7.179
17818,7.179
17819,7.179
17820,7.18
17821,7.181
17822,7.183
17823,7.183
17824,7.184
17825,7.185
17826,7.186
17827,7.189
17828,7.191
17829,7.192
17830,7.193
17831,7.193
17832,7.194
17833,7.195
17834,7.195
17835,7.197
17836,7.197
17837,7.198
17838,7.199
17839,7.2
17840,7.202
17841,7.204
17842,7.205
17843,7.207
17844,7.208
17845,7.209
17846,7.21
17847,7.21
17848,7.21
17849,7.21
17850,7.21
17851,7.211
17852,7.212
17853,7.213
17854,7.213
17855,7.214
17856,7.215
17857,7.217
17858,7.218
17859,7.22
17860,7.222
17861,7.224
17862,7.225
17863,7.225
17864,7.227
17865,7.227
17866,7.229
17867,7.229
17868,7.229
17869,7.229
17870,7.228
17871,7.226
17872,7.225
17873,7.225
17874,7.229
17875,7.229
17876,7.23
17877,7.233
17878,7.235
17879,7.239
17880,7.239
17881,7.24
17882,7.243
17883,7.245
17884,7.246
17885,7.247
17886,7.249
17887,7.251
17888,7.253
17889,7.254
17890,7.256
17891,7.259
17892,7.26
17893,7.261
17894,7.263
17895,7.265
17896,7.267
17897,7.269
17898,7.271
17899,7.272
17900,7.274
17901,7.275
17902,7.276
17903,7.278
17904,7.28
17905,7.281
17906,7.282
17907,7.283
17908,7.283
17909,7.284
17910,7.289
17911,7.289
17912,7.299
17913,7.291
17914,7.292
17915,7.292
17916,7.294
17917,7.294
17918,7.295
17919,7.297
17920,7.299
17921,7.3
17922,7.3
17923,7.301
17924,7.301
17925,7.301
17926,7.302
17927,7.304
17928,7.305
17929,7.305
17930,7.307
17931,7.307
17932,7.307
17933,7.307
17934,7.307
17935,7.308
17936,7.319
17937,7.311
17938,7.311
17939,7.311
17940,7.313
17941,7.314
17942,7.315
17943,7.315
17944,7.317
17945,7.318
17946,7.319
17947,7.32
17948,7.321
17949,7.321
17950,7.322
17951,7.324
17952,7.326
17953,7.327
17954,7.327
17955,7.327
17956,7.327
17957,7.328
17958,7.33
17959,7.331
17960,7.332
17961,7.332
17962,7.332
17963,7.333
17964,7.333
17965,7.334
17966,7.335
17967,7.335
17968,7.335
17969,7.335
17970,7.337
17971,7.338
17972,7.339
17973,7.34
17974,7.341
17975,7.342
17976,7.342
17977,7.343
17978,7.343
17979,7.343
17980,7.344
17981,7.345
17982,7.345
17983,7.346
17984,7.347
17985,7.348
17986,7.348
17987,7.349
17988,7.35
17989,7.351
17990,7.353
17991,7.354
17992,7.355
17993,7.356
17994,7.356
17995,7.357
17996,7.358
17997,7.359
17998,7.36
17999,7.361
18000,7.361
18001,7.362
18002,7.362
18003,7.364
18004,7.364
18005,7.364
18006,7.365
18007,7.365
18008,7.365
18009,7.366
18010,7.366
18011,7.366
18012,7.367
18013,7.367
18014,7.367
18015,7.368
18016,7.369
18017,7.369
18018,7.371
18019,7.371
18020,7.372
18021,7.373
18022,7.373
18023,7.374
18024,7.374
18025,7.374
18026,7.374
18027,7.375
18028,7.375
18029,7.376
18030,7.377
18031,7.377
18032,7.373
18033,7.378
18034,7.379
18035,7.38
18036,7.38
18037,7.38
18038,7.381
18039,7.382
18040,7.382
18041,7.382
18042,7.382
18043,7.383
18044,7.383
18045,7.383
18046,7.383
18047,7.383
18048,7.383
18049,7.384
18050,7.385
18051,7.386
18052,7.386
18053,7.387
18054,7.387
18055,7.389
18056,7.388
18057,7.388
18058,7.388
18059,7.388
18060,7.388
18061,7.388
18062,7.389
18063,7.389
18064,7.39
18065,7.39
18066,7.39
18067,7.391
18068,7.391
18069,7.392
18070,7.392
18071,7.392
18072,7.392
18073,7.392
18074,7.392
18075,7.392
18076,7.392
18077,7.392
18078,7.392
18079,7.392
18080,7.393
18081,7.394
18082,7.394
18083,7.394
18084,7.394
18085,7.394
18086,7.394
18087,7.394
18088,7.394
18089,7.395
18090,7.395
18091,7.396
18092,7.396
18093,7.397
18094,7.397
18095,7.397
18096,7.397
18097,7.398
18098,7.399
18099,7.399
18100,7.399
18101,7.399
18102,7.4
18103,7.402
18104,7.402
18105,7.402
18106,7.402
18107,7.402
18108,7.403
18109,7.403
18110,7.403
18111,7.404
18112,7.404
18113,7.404
18114,7.404
18115,7.404
18116,7.404
18117,7.405
18118,7.406
18119,7.406
18120,7.406
18121,7.406
18122,7.407
18123,7.407
18124,7.407
18125,7.406
18126,7.406
18127,7.406
18128,7.406
18129,7.406
18130,7.406
18131,7.406
18132,7.406
18133,7.407
18134,7.407
18135,7.407
18136,7.407
18137,7.407
18138,7.407
18139,7.407
18140,7.408
18141,7.408
18142,7.408
18143,7.408
18144,7.409
18145,7.409
18146,7.409
18147,7.409
18148,7.409
18149,7.409
18150,7.409
18151,7.409
18152,7.409
18153,7.409
18154,7.41
18155,7.41
18156,7.41
18157,7.41
18158,7.41
18159,7.41
18160,7.41
18161,7.41
18162,7.41
18163,7.41
18164,7.41
18165,7.411
18166,7.412
18167,7.412
18168,7.412
18169,7.412
18170,7.412
18171,7.413
18172,7.413
18173,7.413
18174,7.413
18175,7.413
18176,7.413
18177,7.414
18178,7.414
18179,7.414
18180,7.414
18181,7.414
18182,7.414
18183,7.414
18184,7.414
18185,7.414
18186,7.414
18187,7.415
18188,7.415
18189,7.415
18190,7.415
18191,7.415
18192,7.415
18193,7.415
18194,7.416
18195,7.416
18196,7.416
18197,7.416
18198,7.416
18199,7.416
18200,7.416
18201,7.416
18202,7.416
18203,7.416
18204,7.417
18205,7.417
18206,7.417
18207,7.417
18208,7.417
18209,7.417
18210,7.417
18211,7.417
18212,7.418
18213,7.418
18214,7.419
18215,7.419
18216,7.419
18217,7.419
18218,7.419
18219,7.418
18220,7.418
18221,7.418
18222,7.418
18223,7.418
18224,7.418
18225,7.418
18226,7.418
18227,7.418
18228,7.419
18229,7.419
18230,7.419
18231,7.419
18232,7.419
18233,7.419
18234,7.42
18235,7.42
18236,7.42
18237,7.419
18238,7.419
18239,7.419
18240,7.419
18241,7.419
18242,7.419
18243,7.419
18244,7.419
18245,7.419
18246,7.419
18247,7.419
18248,7.419
18249,7.419
18250,7.419
18251,7.419
18252,7.419
18253,7.419
18254,7.419
18255,7.419
18256,7.419
18257,7.419
18258,7.419
18259,7.419
18260,7.419
18261,7.418
18262,7.418
18263,7.418
18264,7.419
18265,7.419
18266,7.419
18267,7.419
18268,7.419
18269,7.419
18270,7.419
18271,7.419
18272,7.419
18273,7.419
18274,7.419
18275,7.419
18276,7.419
18277,7.419
18278,7.419
18279,7.419
18280,7.419
18281,7.419
18282,7.419
18283,7.42
18284,7.42
18285,7.42
18286,7.42
18287,7.42
18288,7.42
18289,7.42
18290,7.42
18291,7.42
18292,7.42
18293,7.42
18294,7.42
18295,7.421
18296,7.421
18297,7.421
18298,7.421
18299,7.421
18300,7.421
18301,7.421
18302,7.421
18303,7.421
18304,7.421
18305,7.421
18306,7.421
18307,7.421
18308,7.421
18309,7.421
18310,7.422
18311,7.422
18312,7.422
18313,7.422
18314,7.422
18315,7.422
18316,7.422
18317,7.422
18318,7.422
18319,7.422
18320,7.423
18321,7.423
18322,7.423
18323,7.423
18324,7.423
18325,7.423
18326,7.423
18327,7.423
18328,7.423
18329,7.423
18330,7.423
18331,7.423
18332,7.423
18333,7.423
18334,7.423
18335,7.423
18336,7.423
18337,7.423
18338,7.423
18339,7.423
18340,7.423
18341,7.424
18342,7.424
18343,7.424
18344,7.424
18345,7.424
18346,7.424
18347,7.423
18348,7.423
18349,7.423
18350,7.423
18351,7.423
18352,7.423
18353,7.423
18354,7.423
18355,7.423
18356,7.423
18357,7.423
18358,7.423
18359,7.423
18360,7.423
18361,7.423
18362,7.423
18363,7.423
18364,7.423
18365,7.424
18366,7.423
18367,7.423
18368,7.423
18369,7.423
18370,7.423
18371,7.423
18372,7.423
18373,7.423
18374,7.423
18375,7.423
18376,7.423
18377,7.423
18378,7.423
18379,7.423
18380,7.423
18381,7.423
18382,7.423
18383,7.423
18384,7.423
18385,7.423
18386,7.423
18387,7.423
18388,7.423
18389,7.423
18390,7.423
18391,7.423
18392,7.423
18393,7.423
18394,7.423
18395,7.423
18396,7.423
18397,7.423
18398,7.423
18399,7.423
18400,7.423
18401,7.423
18402,7.423
18403,7.423
18404,7.423
18405,7.423
18406,7.423
18407,7.423
18408,7.423
18409,7.423
18410,7.423
18411,7.423
18412,7.423
18413,7.423
18414,7.423
18415,7.423
18416,7.423
18417,7.423
18418,7.423
18419,7.423
18420,7.423
18421,7.423
18422,7.423
18423,7.423
18424,7.423
18425,7.423
18426,7.423
18427,7.423
18428,7.423
18429,7.423
18430,7.423
18431,7.423
18432,7.423
18433,7.423
18434,7.423
18435,7.423
18436,7.423
18437,7.422
18438,7.422
18439,7.422
18440,7.422
18441,7.422
18442,7.422
18443,7.422
18444,7.422
18445,7.422
18446,7.422
18447,7.422
18448,7.422
18449,7.422
18450,7.422
18451,7.422
18452,7.422
18453,7.422
18454,7.422
18455,7.422
18456,7.422
18457,7.422
18458,7.422
18459,7.422
18460,7.423
18461,7.423
18462,7.423
18463,7.423
18464,7.423
18465,7.423
18466,7.423
18467,7.423
18468,7.422
18469,7.422
18470,7.422
18471,7.422
18472,7.422
18473,7.422
18474,7.422
18475,7.422
18476,7.422
18477,7.422
18478,7.422
18479,7.422
18480,7.421
18481,7.421
18482,7.422
18483,7.422
18484,7.422
18485,7.422
18486,7.422
18487,7.422
18488,7.422
18489,7.422
18490,7.422
18491,7.422
18492,7.422
18493,7.422
18494,7.422
18495,7.421
18496,7.421
18497,7.422
18498,7.422
18499,7.422
18500,7.422
18501,7.422
18502,7.422
18503,7.422
18504,7.422
18505,7.422
18506,7.422
18507,7.422
18508,7.422
18509,7.422
18510,7.422
18511,7.422
18512,7.422
18513,7.422
18514,7.422
18515,7.422
18516,7.422
18517,7.422
18518,7.422
18519,7.422
18520,7.422
18521,7.422
18522,7.422
18523,7.422
18524,7.422
18525,7.422
18526,7.422
18527,7.422
18528,7.422
18529,7.422
18530,7.422
18531,7.422
18532,7.422
18533,7.422
18534,7.422
18535,7.422
18536,7.422
18537,7.422
18538,7.422
18539,7.422
18540,7.422
18541,7.422
18542,7.422
18543,7.422
18544,7.422
18545,7.422
